"model","season","week","system","team","time","kind","proj"
"k",2026,3,"dec","CLE","2026-09-24T21:46:52Z","refresh",7.83980582282972
"k",2026,3,"dec","NE","2026-09-24T21:46:52Z","refresh",7.85729463654075
"k",2026,3,"dec","CHI","2026-09-24T21:46:52Z","refresh",7.67988467072986
"k",2026,3,"dec","NYG","2026-09-24T21:46:52Z","refresh",7.40518692218382
"k",2026,3,"dec","ARI","2026-09-24T21:46:52Z","refresh",7.35427558783317
"k",2026,3,"dec","TEN","2026-09-24T21:46:52Z","refresh",7.29129530769121
"k",2026,3,"dec","MIA","2026-09-24T21:46:52Z","refresh",6.95998864257488
"k",2026,3,"dec","WAS","2026-09-24T21:46:52Z","refresh",6.68278397457186
"dst",2026,3,"espn","KC","2026-09-24T22:55:16Z","refresh",9.62356792888062
"dst",2026,3,"espn","SEA","2026-09-24T22:55:16Z","refresh",9.14382302967396
"dst",2026,3,"espn","CAR","2026-09-24T22:55:16Z","refresh",8.23816881797692
"dst",2026,3,"espn","NYG","2026-09-24T22:55:16Z","refresh",8.05258446701654
"dst",2026,3,"espn","NO","2026-09-24T22:55:16Z","refresh",8.04609964891276
"dst",2026,3,"espn","MIN","2026-09-24T22:55:16Z","refresh",7.85981404044269
"dst",2026,3,"espn","GB","2026-09-24T22:55:16Z","refresh",7.54194274281088
"dst",2026,3,"espn","SF","2026-09-24T22:55:16Z","refresh",7.4458205680434
"dst",2026,3,"espn","HOU","2026-09-24T22:55:16Z","refresh",7.4130173379088
"dst",2026,3,"espn","JAX","2026-09-24T22:55:16Z","refresh",7.35811975107347
"dst",2026,3,"espn","BUF","2026-09-24T22:55:16Z","refresh",6.8714984269844
"dst",2026,3,"espn","DET","2026-09-24T22:55:16Z","refresh",6.84512287670061
"dst",2026,3,"espn","PHI","2026-09-24T22:55:16Z","refresh",6.53629033270476
"dst",2026,3,"espn","LA","2026-09-24T22:55:16Z","refresh",6.47015305516031
"dst",2026,3,"espn","CIN","2026-09-24T22:55:16Z","refresh",6.4316251814847
"dst",2026,3,"espn","TB","2026-09-24T22:55:16Z","refresh",6.19102889596727
"dst",2026,3,"espn","TEN","2026-09-24T22:55:16Z","refresh",6.1458565795174
"dst",2026,3,"espn","LV","2026-09-24T22:55:16Z","refresh",6.05143827944532
"dst",2026,3,"espn","CHI","2026-09-24T22:55:16Z","refresh",5.98457038134444
"dst",2026,3,"espn","PIT","2026-09-24T22:55:16Z","refresh",5.84747591570066
"dst",2026,3,"espn","CLE","2026-09-24T22:55:16Z","refresh",5.53939463202787
"dst",2026,3,"espn","ATL","2026-09-24T22:55:16Z","refresh",5.38365491433831
"dst",2026,3,"espn","IND","2026-09-24T22:55:16Z","refresh",5.37544147310885
"dst",2026,3,"espn","NE","2026-09-24T22:55:16Z","refresh",5.2576484070771
"dst",2026,3,"espn","DEN","2026-09-24T22:55:16Z","refresh",4.27169492598468
"dst",2026,3,"espn","WAS","2026-09-24T22:55:16Z","refresh",4.20424192965339
"dst",2026,3,"espn","BAL","2026-09-24T22:55:16Z","refresh",3.72725546753844
"dst",2026,3,"espn","NYJ","2026-09-24T22:55:16Z","refresh",2.97021559690515
"dst",2026,3,"espn","LAC","2026-09-24T22:55:16Z","refresh",2.18047309017271
"dst",2026,3,"espn","MIA","2026-09-24T22:55:16Z","refresh",1.74991449143837
"dst",2026,3,"espn","DAL","2026-09-24T22:55:16Z","refresh",1.74876236270761
"dst",2026,3,"espn","ARI","2026-09-24T22:55:16Z","refresh",1.65649848512953
"dst",2026,3,"yahoo","KC","2026-09-24T22:55:16Z","refresh",9.75148368411415
"dst",2026,3,"yahoo","SEA","2026-09-24T22:55:16Z","refresh",8.93849937976599
"dst",2026,3,"yahoo","CAR","2026-09-24T22:55:16Z","refresh",8.59171079360398
"dst",2026,3,"yahoo","NO","2026-09-24T22:55:16Z","refresh",8.2538921662034
"dst",2026,3,"yahoo","NYG","2026-09-24T22:55:16Z","refresh",8.07462818716619
"dst",2026,3,"yahoo","MIN","2026-09-24T22:55:16Z","refresh",7.95011824200319
"dst",2026,3,"yahoo","BUF","2026-09-24T22:55:16Z","refresh",7.87099791497767
"dst",2026,3,"yahoo","JAX","2026-09-24T22:55:16Z","refresh",7.87023657423787
"dst",2026,3,"yahoo","HOU","2026-09-24T22:55:16Z","refresh",7.79512551626712
"dst",2026,3,"yahoo","DET","2026-09-24T22:55:16Z","refresh",7.7794753581184
"dst",2026,3,"yahoo","GB","2026-09-24T22:55:16Z","refresh",7.65600296244391
"dst",2026,3,"yahoo","SF","2026-09-24T22:55:16Z","refresh",7.52725467262556
"dst",2026,3,"yahoo","LA","2026-09-24T22:55:16Z","refresh",7.02029743736306
"dst",2026,3,"yahoo","PHI","2026-09-24T22:55:16Z","refresh",6.79481809473429
"dst",2026,3,"yahoo","TB","2026-09-24T22:55:16Z","refresh",6.76479353082504
"dst",2026,3,"yahoo","LV","2026-09-24T22:55:16Z","refresh",6.59779395953732
"dst",2026,3,"yahoo","CIN","2026-09-24T22:55:16Z","refresh",6.59391099487263
"dst",2026,3,"yahoo","TEN","2026-09-24T22:55:16Z","refresh",6.59221472171316
"dst",2026,3,"yahoo","CHI","2026-09-24T22:55:16Z","refresh",6.57773040369811
"dst",2026,3,"yahoo","IND","2026-09-24T22:55:16Z","refresh",6.55644812453351
"dst",2026,3,"yahoo","PIT","2026-09-24T22:55:16Z","refresh",6.54463012088211
"dst",2026,3,"yahoo","CLE","2026-09-24T22:55:16Z","refresh",6.54336178351863
"dst",2026,3,"yahoo","ATL","2026-09-24T22:55:16Z","refresh",6.08336546388502
"dst",2026,3,"yahoo","NE","2026-09-24T22:55:16Z","refresh",5.98041141352229
"dst",2026,3,"yahoo","DEN","2026-09-24T22:55:16Z","refresh",5.59707743062082
"dst",2026,3,"yahoo","WAS","2026-09-24T22:55:16Z","refresh",5.27033901218282
"dst",2026,3,"yahoo","BAL","2026-09-24T22:55:16Z","refresh",5.0772176930529
"dst",2026,3,"yahoo","NYJ","2026-09-24T22:55:16Z","refresh",4.43251773871864
"dst",2026,3,"yahoo","LAC","2026-09-24T22:55:16Z","refresh",4.08891975901198
"dst",2026,3,"yahoo","DAL","2026-09-24T22:55:16Z","refresh",4.06123320894048
"dst",2026,3,"yahoo","ARI","2026-09-24T22:55:16Z","refresh",3.67922144173815
"dst",2026,3,"yahoo","MIA","2026-09-24T22:55:16Z","refresh",3.50332292996001
"dst",2026,3,"ffpc","KC","2026-09-24T22:55:16Z","refresh",10.9264230508565
"dst",2026,3,"ffpc","SEA","2026-09-24T22:55:16Z","refresh",10.1892517220918
"dst",2026,3,"ffpc","CAR","2026-09-24T22:55:16Z","refresh",9.76003731527042
"dst",2026,3,"ffpc","NO","2026-09-24T22:55:16Z","refresh",9.34522581681673
"dst",2026,3,"ffpc","NYG","2026-09-24T22:55:16Z","refresh",9.24485177180549
"dst",2026,3,"ffpc","MIN","2026-09-24T22:55:16Z","refresh",8.97981304293877
"dst",2026,3,"ffpc","JAX","2026-09-24T22:55:16Z","refresh",8.92016459805786
"dst",2026,3,"ffpc","BUF","2026-09-24T22:55:16Z","refresh",8.89574528104545
"dst",2026,3,"ffpc","HOU","2026-09-24T22:55:16Z","refresh",8.80879970081542
"dst",2026,3,"ffpc","DET","2026-09-24T22:55:16Z","refresh",8.76959108175677
"dst",2026,3,"ffpc","GB","2026-09-24T22:55:16Z","refresh",8.76118605292427
"dst",2026,3,"ffpc","SF","2026-09-24T22:55:16Z","refresh",8.63096491103119
"dst",2026,3,"ffpc","LA","2026-09-24T22:55:16Z","refresh",8.01113419753357
"dst",2026,3,"ffpc","PHI","2026-09-24T22:55:16Z","refresh",7.9624304057235
"dst",2026,3,"ffpc","TB","2026-09-24T22:55:16Z","refresh",7.77403547547082
"dst",2026,3,"ffpc","TEN","2026-09-24T22:55:16Z","refresh",7.6586718234042
"dst",2026,3,"ffpc","CIN","2026-09-24T22:55:16Z","refresh",7.65019166100498
"dst",2026,3,"ffpc","CHI","2026-09-24T22:55:16Z","refresh",7.61549037480849
"dst",2026,3,"ffpc","IND","2026-09-24T22:55:16Z","refresh",7.59404176483107
"dst",2026,3,"ffpc","PIT","2026-09-24T22:55:16Z","refresh",7.49931071927176
"dst",2026,3,"ffpc","CLE","2026-09-24T22:55:16Z","refresh",7.4734833773929
"dst",2026,3,"ffpc","LV","2026-09-24T22:55:16Z","refresh",7.44942073489018
"dst",2026,3,"ffpc","NE","2026-09-24T22:55:16Z","refresh",6.95266055249024
"dst",2026,3,"ffpc","ATL","2026-09-24T22:55:16Z","refresh",6.93549017031273
"dst",2026,3,"ffpc","DEN","2026-09-24T22:55:16Z","refresh",6.44935748256402
"dst",2026,3,"ffpc","WAS","2026-09-24T22:55:16Z","refresh",6.24393899483746
"dst",2026,3,"ffpc","BAL","2026-09-24T22:55:16Z","refresh",5.90607316403179
"dst",2026,3,"ffpc","NYJ","2026-09-24T22:55:16Z","refresh",5.14255524286912
"dst",2026,3,"ffpc","DAL","2026-09-24T22:55:16Z","refresh",4.84917169938877
"dst",2026,3,"ffpc","LAC","2026-09-24T22:55:16Z","refresh",4.77110425245
"dst",2026,3,"ffpc","ARI","2026-09-24T22:55:16Z","refresh",4.45478949757126
"dst",2026,3,"ffpc","MIA","2026-09-24T22:55:16Z","refresh",4.21223687492047
"k",2026,3,"espn","HOU","2026-09-24T22:55:59Z","refresh",9.26598728595349
"k",2026,3,"espn","NO","2026-09-24T22:55:59Z","refresh",9.10828481024614
"k",2026,3,"espn","DAL","2026-09-24T22:55:59Z","refresh",9.0959956353628
"k",2026,3,"espn","SF","2026-09-24T22:55:59Z","refresh",9.08439720913901
"k",2026,3,"espn","DET","2026-09-24T22:55:59Z","refresh",9.04615051055058
"k",2026,3,"espn","KC","2026-09-24T22:55:59Z","refresh",9.10100688804923
"k",2026,3,"espn","SEA","2026-09-24T22:55:59Z","refresh",8.78640095711102
"k",2026,3,"espn","CIN","2026-09-24T22:55:59Z","refresh",8.74906827655922
"k",2026,3,"espn","MIN","2026-09-24T22:55:59Z","refresh",8.73877998139715
"k",2026,3,"espn","TB","2026-09-24T22:55:59Z","refresh",8.61155800132524
"k",2026,3,"espn","JAX","2026-09-24T22:55:59Z","refresh",8.60729198165861
"k",2026,3,"espn","BUF","2026-09-24T22:55:59Z","refresh",8.53203556365318
"k",2026,3,"espn","PHI","2026-09-24T22:55:59Z","refresh",8.41967818404521
"k",2026,3,"espn","BAL","2026-09-24T22:55:59Z","refresh",8.42855739043668
"k",2026,3,"espn","PIT","2026-09-24T22:55:59Z","refresh",8.37818990308702
"k",2026,3,"espn","IND","2026-09-24T22:55:59Z","refresh",8.33864389374885
"k",2026,3,"espn","NYJ","2026-09-24T22:55:59Z","refresh",8.24778058602158
"k",2026,3,"espn","LV","2026-09-24T22:55:59Z","refresh",8.22361695281542
"k",2026,3,"espn","LA","2026-09-24T22:55:59Z","refresh",8.15613207458464
"k",2026,3,"espn","GB","2026-09-24T22:55:59Z","refresh",8.02952727831557
"k",2026,3,"espn","DEN","2026-09-24T22:55:59Z","refresh",7.96452228589217
"k",2026,3,"espn","ATL","2026-09-24T22:55:59Z","refresh",7.88687475430383
"k",2026,3,"espn","LAC","2026-09-24T22:55:59Z","refresh",7.70704546710953
"k",2026,3,"espn","CAR","2026-09-24T22:55:59Z","refresh",7.59071365734785
"k",2026,3,"espn","CLE","2026-09-24T22:55:59Z","refresh",7.49165614611143
"k",2026,3,"espn","NE","2026-09-24T22:55:59Z","refresh",7.52028920089385
"k",2026,3,"espn","CHI","2026-09-24T22:55:59Z","refresh",7.29783357860659
"k",2026,3,"espn","NYG","2026-09-24T22:55:59Z","refresh",7.0854833912588
"k",2026,3,"espn","ARI","2026-09-24T22:55:59Z","refresh",7.02087779648876
"k",2026,3,"espn","TEN","2026-09-24T22:55:59Z","refresh",6.92027795104826
"k",2026,3,"espn","MIA","2026-09-24T22:55:59Z","refresh",6.62824172188146
"k",2026,3,"espn","WAS","2026-09-24T22:55:59Z","refresh",6.33938901020613
"k",2026,3,"dec","HOU","2026-09-24T22:55:59Z","refresh",9.70663636167205
"k",2026,3,"dec","NO","2026-09-24T22:55:59Z","refresh",9.51347332631502
"k",2026,3,"dec","DAL","2026-09-24T22:55:59Z","refresh",9.49963925319473
"k",2026,3,"dec","SF","2026-09-24T22:55:59Z","refresh",9.39816420518901
"k",2026,3,"dec","DET","2026-09-24T22:55:59Z","refresh",9.41762037882523
"k",2026,3,"dec","KC","2026-09-24T22:55:59Z","refresh",9.41994890527577
"k",2026,3,"dec","SEA","2026-09-24T22:55:59Z","refresh",9.156783450051
"k",2026,3,"dec","CIN","2026-09-24T22:55:59Z","refresh",9.12365741827661
"k",2026,3,"dec","MIN","2026-09-24T22:55:59Z","refresh",9.1100732215396
"k",2026,3,"dec","TB","2026-09-24T22:55:59Z","refresh",9.01836792078159
"k",2026,3,"dec","JAX","2026-09-24T22:55:59Z","refresh",8.94800336870129
"k",2026,3,"dec","BUF","2026-09-24T22:55:59Z","refresh",8.83046019221728
"k",2026,3,"dec","PHI","2026-09-24T22:55:59Z","refresh",8.80582417626995
"k",2026,3,"dec","BAL","2026-09-24T22:55:59Z","refresh",8.70602350913368
"k",2026,3,"dec","PIT","2026-09-24T22:55:59Z","refresh",8.81481352800506
"k",2026,3,"dec","IND","2026-09-24T22:55:59Z","refresh",8.73044800643245
"k",2026,3,"dec","NYJ","2026-09-24T22:55:59Z","refresh",8.65707995214529
"k",2026,3,"dec","LV","2026-09-24T22:55:59Z","refresh",8.63207296265713
"k",2026,3,"dec","LA","2026-09-24T22:55:59Z","refresh",8.44182984401952
"k",2026,3,"dec","GB","2026-09-24T22:55:59Z","refresh",8.36234403672573
"k",2026,3,"dec","DEN","2026-09-24T22:55:59Z","refresh",8.29835948064335
"k",2026,3,"dec","ATL","2026-09-24T22:55:59Z","refresh",8.2907552381681
"k",2026,3,"dec","LAC","2026-09-24T22:55:59Z","refresh",8.05332876764093
"k",2026,3,"dec","CAR","2026-09-24T22:55:59Z","refresh",7.91949441816528
"k",2026,3,"dec","CLE","2026-09-24T22:55:59Z","refresh",7.83980582282972
"k",2026,3,"dec","NE","2026-09-24T22:55:59Z","refresh",7.85729463654075
"k",2026,3,"dec","CHI","2026-09-24T22:55:59Z","refresh",7.67988467072986
"k",2026,3,"dec","NYG","2026-09-24T22:55:59Z","refresh",7.40518692218382
"k",2026,3,"dec","ARI","2026-09-24T22:55:59Z","refresh",7.35427558783317
"k",2026,3,"dec","TEN","2026-09-24T22:55:59Z","refresh",7.29129530769121
"k",2026,3,"dec","MIA","2026-09-24T22:55:59Z","refresh",6.95998864257488
"k",2026,3,"dec","WAS","2026-09-24T22:55:59Z","refresh",6.68278397457186
"dst",2026,3,"espn","KC","2026-09-24T23:13:07Z","refresh",9.63316564843841
"dst",2026,3,"espn","SEA","2026-09-24T23:13:07Z","refresh",9.34487890802948
"dst",2026,3,"espn","CAR","2026-09-24T23:13:07Z","refresh",8.55589395032358
"dst",2026,3,"espn","NO","2026-09-24T23:13:07Z","refresh",8.26183339238679
"dst",2026,3,"espn","NYG","2026-09-24T23:13:07Z","refresh",8.04535253279995
"dst",2026,3,"espn","MIN","2026-09-24T23:13:07Z","refresh",7.94866217255415
"dst",2026,3,"espn","GB","2026-09-24T23:13:07Z","refresh",7.62842146981211
"dst",2026,3,"espn","SF","2026-09-24T23:13:07Z","refresh",7.48942946637642
"dst",2026,3,"espn","JAX","2026-09-24T23:13:07Z","refresh",7.46135985272553
"dst",2026,3,"espn","HOU","2026-09-24T23:13:07Z","refresh",7.44556689710712
"dst",2026,3,"espn","DET","2026-09-24T23:13:07Z","refresh",7.00216502732844
"dst",2026,3,"espn","BUF","2026-09-24T23:13:07Z","refresh",6.9744828588036
"dst",2026,3,"espn","PHI","2026-09-24T23:13:07Z","refresh",6.83350527595428
"dst",2026,3,"espn","LA","2026-09-24T23:13:07Z","refresh",6.56189522765162
"dst",2026,3,"espn","TB","2026-09-24T23:13:07Z","refresh",6.4636789198715
"dst",2026,3,"espn","CIN","2026-09-24T23:13:07Z","refresh",6.46064582100875
"dst",2026,3,"espn","TEN","2026-09-24T23:13:07Z","refresh",6.33603560424759
"dst",2026,3,"espn","CHI","2026-09-24T23:13:07Z","refresh",6.05770620080513
"dst",2026,3,"espn","LV","2026-09-24T23:13:07Z","refresh",5.93352844257771
"dst",2026,3,"espn","PIT","2026-09-24T23:13:07Z","refresh",5.86327966551805
"dst",2026,3,"espn","CLE","2026-09-24T23:13:07Z","refresh",5.53430969667051
"dst",2026,3,"espn","ATL","2026-09-24T23:13:07Z","refresh",5.35073508886243
"dst",2026,3,"espn","IND","2026-09-24T23:13:07Z","refresh",5.3063683938456
"dst",2026,3,"espn","NE","2026-09-24T23:13:07Z","refresh",5.20136289506182
"dst",2026,3,"espn","WAS","2026-09-24T23:13:07Z","refresh",4.33316499321698
"dst",2026,3,"espn","DEN","2026-09-24T23:13:07Z","refresh",4.27870510107503
"dst",2026,3,"espn","BAL","2026-09-24T23:13:07Z","refresh",3.72529436196687
"dst",2026,3,"espn","NYJ","2026-09-24T23:13:07Z","refresh",3.00518522707795
"dst",2026,3,"espn","LAC","2026-09-24T23:13:07Z","refresh",2.28501668025987
"dst",2026,3,"espn","MIA","2026-09-24T23:13:07Z","refresh",1.94069446976679
"dst",2026,3,"espn","DAL","2026-09-24T23:13:07Z","refresh",1.78775742044702
"dst",2026,3,"espn","ARI","2026-09-24T23:13:07Z","refresh",1.65362247255604
"dst",2026,3,"yahoo","KC","2026-09-24T23:13:07Z","refresh",9.60071437486353
"dst",2026,3,"yahoo","SEA","2026-09-24T23:13:07Z","refresh",8.74735069540936
"dst",2026,3,"yahoo","CAR","2026-09-24T23:13:07Z","refresh",8.69645892680895
"dst",2026,3,"yahoo","NO","2026-09-24T23:13:07Z","refresh",8.6099807912982
"dst",2026,3,"yahoo","MIN","2026-09-24T23:13:07Z","refresh",8.10038468402704
"dst",2026,3,"yahoo","JAX","2026-09-24T23:13:07Z","refresh",8.09355746271574
"dst",2026,3,"yahoo","BUF","2026-09-24T23:13:07Z","refresh",7.85439818056568
"dst",2026,3,"yahoo","HOU","2026-09-24T23:13:07Z","refresh",7.72818979647471
"dst",2026,3,"yahoo","NYG","2026-09-24T23:13:07Z","refresh",7.721169638243
"dst",2026,3,"yahoo","GB","2026-09-24T23:13:07Z","refresh",7.63509628408712
"dst",2026,3,"yahoo","SF","2026-09-24T23:13:07Z","refresh",7.62522006171586
"dst",2026,3,"yahoo","DET","2026-09-24T23:13:07Z","refresh",7.46826917967022
"dst",2026,3,"yahoo","LA","2026-09-24T23:13:07Z","refresh",7.11924666862271
"dst",2026,3,"yahoo","PHI","2026-09-24T23:13:07Z","refresh",6.78239727056828
"dst",2026,3,"yahoo","TB","2026-09-24T23:13:07Z","refresh",6.77536833126574
"dst",2026,3,"yahoo","CHI","2026-09-24T23:13:07Z","refresh",6.7449681039996
"dst",2026,3,"yahoo","LV","2026-09-24T23:13:07Z","refresh",6.63923499598877
"dst",2026,3,"yahoo","PIT","2026-09-24T23:13:07Z","refresh",6.62682372279426
"dst",2026,3,"yahoo","IND","2026-09-24T23:13:07Z","refresh",6.62217487430664
"dst",2026,3,"yahoo","TEN","2026-09-24T23:13:07Z","refresh",6.39077244123284
"dst",2026,3,"yahoo","CIN","2026-09-24T23:13:07Z","refresh",6.38133857196084
"dst",2026,3,"yahoo","CLE","2026-09-24T23:13:07Z","refresh",6.34735850739517
"dst",2026,3,"yahoo","ATL","2026-09-24T23:13:07Z","refresh",6.02563202227235
"dst",2026,3,"yahoo","NE","2026-09-24T23:13:07Z","refresh",6.00371355097084
"dst",2026,3,"yahoo","DEN","2026-09-24T23:13:07Z","refresh",5.53043451761324
"dst",2026,3,"yahoo","WAS","2026-09-24T23:13:07Z","refresh",5.28391552276033
"dst",2026,3,"yahoo","BAL","2026-09-24T23:13:07Z","refresh",4.82279146378435
"dst",2026,3,"yahoo","NYJ","2026-09-24T23:13:07Z","refresh",4.51143221520853
"dst",2026,3,"yahoo","LAC","2026-09-24T23:13:07Z","refresh",4.23955516201558
"dst",2026,3,"yahoo","DAL","2026-09-24T23:13:07Z","refresh",3.66993718332679
"dst",2026,3,"yahoo","ARI","2026-09-24T23:13:07Z","refresh",3.65185985920708
"dst",2026,3,"yahoo","MIA","2026-09-24T23:13:07Z","refresh",3.65057889943964
"dst",2026,3,"ffpc","KC","2026-09-24T23:13:07Z","refresh",10.7807363184096
"dst",2026,3,"ffpc","SEA","2026-09-24T23:13:07Z","refresh",10.1093232210575
"dst",2026,3,"ffpc","CAR","2026-09-24T23:13:07Z","refresh",10.0417511682213
"dst",2026,3,"ffpc","NO","2026-09-24T23:13:07Z","refresh",9.61921536005166
"dst",2026,3,"ffpc","MIN","2026-09-24T23:13:07Z","refresh",9.07422707187539
"dst",2026,3,"ffpc","JAX","2026-09-24T23:13:07Z","refresh",9.04583080324693
"dst",2026,3,"ffpc","NYG","2026-09-24T23:13:07Z","refresh",9.02196895105932
"dst",2026,3,"ffpc","BUF","2026-09-24T23:13:07Z","refresh",8.8767272861364
"dst",2026,3,"ffpc","GB","2026-09-24T23:13:07Z","refresh",8.75307146431979
"dst",2026,3,"ffpc","DET","2026-09-24T23:13:07Z","refresh",8.7442600385685
"dst",2026,3,"ffpc","HOU","2026-09-24T23:13:07Z","refresh",8.72221889742301
"dst",2026,3,"ffpc","SF","2026-09-24T23:13:07Z","refresh",8.62784360996239
"dst",2026,3,"ffpc","LA","2026-09-24T23:13:07Z","refresh",8.09059671447182
"dst",2026,3,"ffpc","TB","2026-09-24T23:13:07Z","refresh",8.01809138742489
"dst",2026,3,"ffpc","PHI","2026-09-24T23:13:07Z","refresh",7.93769459507132
"dst",2026,3,"ffpc","CHI","2026-09-24T23:13:07Z","refresh",7.71097500535841
"dst",2026,3,"ffpc","TEN","2026-09-24T23:13:07Z","refresh",7.5323247380587
"dst",2026,3,"ffpc","PIT","2026-09-24T23:13:07Z","refresh",7.46603395510262
"dst",2026,3,"ffpc","CLE","2026-09-24T23:13:07Z","refresh",7.45463267202754
"dst",2026,3,"ffpc","LV","2026-09-24T23:13:07Z","refresh",7.44926898795107
"dst",2026,3,"ffpc","IND","2026-09-24T23:13:07Z","refresh",7.42350196211305
"dst",2026,3,"ffpc","CIN","2026-09-24T23:13:07Z","refresh",7.4071006588167
"dst",2026,3,"ffpc","ATL","2026-09-24T23:13:07Z","refresh",7.01441774956698
"dst",2026,3,"ffpc","NE","2026-09-24T23:13:07Z","refresh",6.93840409112373
"dst",2026,3,"ffpc","DEN","2026-09-24T23:13:07Z","refresh",6.3830502981026
"dst",2026,3,"ffpc","WAS","2026-09-24T23:13:07Z","refresh",6.27739110309092
"dst",2026,3,"ffpc","BAL","2026-09-24T23:13:07Z","refresh",5.75162804275147
"dst",2026,3,"ffpc","NYJ","2026-09-24T23:13:07Z","refresh",5.24666056225744
"dst",2026,3,"ffpc","LAC","2026-09-24T23:13:07Z","refresh",4.7911928194828
"dst",2026,3,"ffpc","DAL","2026-09-24T23:13:07Z","refresh",4.74134529138805
"dst",2026,3,"ffpc","ARI","2026-09-24T23:13:07Z","refresh",4.37706993512593
"dst",2026,3,"ffpc","MIA","2026-09-24T23:13:07Z","refresh",4.34531896910898
"k",2026,3,"espn","HOU","2026-09-24T23:13:37Z","refresh",9.26598728595349
"k",2026,3,"espn","NO","2026-09-24T23:13:37Z","refresh",9.10828481024614
"k",2026,3,"espn","DAL","2026-09-24T23:13:37Z","refresh",9.0959956353628
"k",2026,3,"espn","SF","2026-09-24T23:13:37Z","refresh",9.08439720913901
"k",2026,3,"espn","DET","2026-09-24T23:13:37Z","refresh",9.04615051055058
"k",2026,3,"espn","KC","2026-09-24T23:13:37Z","refresh",9.10100688804923
"k",2026,3,"espn","SEA","2026-09-24T23:13:37Z","refresh",8.78640095711102
"k",2026,3,"espn","CIN","2026-09-24T23:13:37Z","refresh",8.74906827655922
"k",2026,3,"espn","MIN","2026-09-24T23:13:37Z","refresh",8.73877998139715
"k",2026,3,"espn","TB","2026-09-24T23:13:37Z","refresh",8.61155800132524
"k",2026,3,"espn","JAX","2026-09-24T23:13:37Z","refresh",8.60729198165861
"k",2026,3,"espn","BUF","2026-09-24T23:13:37Z","refresh",8.53203556365318
"k",2026,3,"espn","PHI","2026-09-24T23:13:37Z","refresh",8.41967818404521
"k",2026,3,"espn","BAL","2026-09-24T23:13:37Z","refresh",8.42855739043668
"k",2026,3,"espn","PIT","2026-09-24T23:13:37Z","refresh",8.37818990308702
"k",2026,3,"espn","IND","2026-09-24T23:13:37Z","refresh",8.33864389374885
"k",2026,3,"espn","NYJ","2026-09-24T23:13:37Z","refresh",8.24778058602158
"k",2026,3,"espn","LV","2026-09-24T23:13:37Z","refresh",8.22361695281542
"k",2026,3,"espn","LA","2026-09-24T23:13:37Z","refresh",8.15613207458464
"k",2026,3,"espn","GB","2026-09-24T23:13:37Z","refresh",8.02952727831557
"k",2026,3,"espn","DEN","2026-09-24T23:13:37Z","refresh",7.96452228589217
"k",2026,3,"espn","ATL","2026-09-24T23:13:37Z","refresh",7.88687475430383
"k",2026,3,"espn","LAC","2026-09-24T23:13:37Z","refresh",7.70704546710953
"k",2026,3,"espn","CAR","2026-09-24T23:13:37Z","refresh",7.59071365734785
"k",2026,3,"espn","CLE","2026-09-24T23:13:37Z","refresh",7.49165614611143
"k",2026,3,"espn","NE","2026-09-24T23:13:37Z","refresh",7.52028920089385
"k",2026,3,"espn","CHI","2026-09-24T23:13:37Z","refresh",7.29783357860659
"k",2026,3,"espn","NYG","2026-09-24T23:13:37Z","refresh",7.0854833912588
"k",2026,3,"espn","ARI","2026-09-24T23:13:37Z","refresh",7.02087779648876
"k",2026,3,"espn","TEN","2026-09-24T23:13:37Z","refresh",6.92027795104826
"k",2026,3,"espn","MIA","2026-09-24T23:13:37Z","refresh",6.62824172188146
"k",2026,3,"espn","WAS","2026-09-24T23:13:37Z","refresh",6.33938901020613
"k",2026,3,"dec","HOU","2026-09-24T23:13:37Z","refresh",9.70663636167205
"k",2026,3,"dec","NO","2026-09-24T23:13:37Z","refresh",9.51347332631502
"k",2026,3,"dec","DAL","2026-09-24T23:13:37Z","refresh",9.49963925319473
"k",2026,3,"dec","SF","2026-09-24T23:13:37Z","refresh",9.39816420518901
"k",2026,3,"dec","DET","2026-09-24T23:13:37Z","refresh",9.41762037882523
"k",2026,3,"dec","KC","2026-09-24T23:13:37Z","refresh",9.41994890527577
"k",2026,3,"dec","SEA","2026-09-24T23:13:37Z","refresh",9.156783450051
"k",2026,3,"dec","CIN","2026-09-24T23:13:37Z","refresh",9.12365741827661
"k",2026,3,"dec","MIN","2026-09-24T23:13:37Z","refresh",9.1100732215396
"k",2026,3,"dec","TB","2026-09-24T23:13:37Z","refresh",9.01836792078159
"k",2026,3,"dec","JAX","2026-09-24T23:13:37Z","refresh",8.94800336870129
"k",2026,3,"dec","BUF","2026-09-24T23:13:37Z","refresh",8.83046019221728
"k",2026,3,"dec","PHI","2026-09-24T23:13:37Z","refresh",8.80582417626995
"k",2026,3,"dec","BAL","2026-09-24T23:13:37Z","refresh",8.70602350913368
"k",2026,3,"dec","PIT","2026-09-24T23:13:37Z","refresh",8.81481352800506
"k",2026,3,"dec","IND","2026-09-24T23:13:37Z","refresh",8.73044800643245
"k",2026,3,"dec","NYJ","2026-09-24T23:13:37Z","refresh",8.65707995214529
"k",2026,3,"dec","LV","2026-09-24T23:13:37Z","refresh",8.63207296265713
"k",2026,3,"dec","LA","2026-09-24T23:13:37Z","refresh",8.44182984401952
"k",2026,3,"dec","GB","2026-09-24T23:13:37Z","refresh",8.36234403672573
